Timestamp,Task ID,Machine ID,Operator ID,Task Type,Site Type,Weather,Terrain,Shift,Ambient Temperature (C),Operator Skill,Machine Age (yrs),Engine Hours,Fuel Used (L),Load Cycles,Idling Time (min),Proximity Distance (m),Seatbelt Status,Safety Alert Triggered,Estimated Time (min),Actual Time (min),anomaly_flag
2025-05-25 11:05:00,T0141,EXC104,OP1002,Material Loading,Construction,Sunny,Rocky,Day,32.1,Expert,6,1578.3,1.7,3,6,43.7,Fastened,No,30,33.2,Normal
2025-05-02 16:56:00,T0142,EXC101,OP1004,Demolition,Construction,Windy,Rocky,Day,32.0,Beginner,8,1572.8,2.9,2,48,23.9,Fastened,Yes,90,164.1,Normal
2025-05-17 09:32:00,T0143,EXC103,OP1005,Trenching,Construction,Rainy,Incline,Day,28.9,Beginner,3,1527.2,3.5,6,11,13.8,Fastened,No,45,87.4,Normal
2025-05-22 07:14:00,T0144,EXC101,OP1003,Trenching,Mining,Cloudy,Flat,Day,29.2,Intermediate,8,1541.1,3.0,7,1,6.8,Fastened,No,45,50.3,Normal
2025-05-30 08:23:00,T0145,EXC104,OP1006,Trenching,Construction,Rainy,Flat,Day,25.8,Beginner,6,1533.8,4.3,3,71,17.8,Fastened,Yes,45,89.9,Unusual
2025-05-24 10:05:00,T0146,EXC100,OP1006,Earth Excavation,Mining,Windy,Flat,Night,25.9,Beginner,4,1572.3,5.2,9,31,42.4,Fastened,No,60,98.9,Normal
2025-05-10 09:00:00,T0147,EXC101,OP1004,Earth Excavation,Construction,Rainy,Rocky,Night,38.2,Beginner,8,1529.1,3.6,8,2,48.9,Fastened,No,60,112.3,Normal
2025-05-31 03:19:00,T0148,EXC104,OP1006,Grading,Underground Hard-Rock Mining,Rainy,Rocky,Night,29.3,Beginner,6,1501.8,5.1,8,42,38.7,Fastened,No,35,70.3,Normal
2025-05-21 11:18:00,T0149,EXC100,OP1001,Material Loading,Mining,Windy,Rocky,Day,31.5,Expert,4,1582.2,0.8,2,1,10.2,Fastened,No,30,40.9,Normal
2025-05-06 06:39:00,T0150,EXC100,OP1006,Trenching,Construction,Rainy,Rocky,Day,26.5,Beginner,4,1585.7,3.2,3,45,2.2,Fastened,Yes,45,89.1,Normal
2025-05-24 10:20:00,T0151,EXC103,OP1007,Material Loading,Construction,Sunny,Rocky,Night,25.7,Expert,3,1598.8,9.2,13,82,31.9,Fastened,Yes,30,51.8,Unusual
2025-05-12 11:14:00,T0152,EXC100,OP1004,Material Loading,Mining,Sunny,Rocky,Day,28.7,Beginner,4,1537.9,1.6,3,4,35.7,Fastened,No,30,47.3,Normal
2025-05-12 13:39:00,T0153,EXC102,OP1000,Trenching,Mining,Cloudy,Flat,Day,30.7,Intermediate,8,1552.5,2.1,5,2,36.1,Fastened,No,45,57.6,Normal
2025-05-05 17:30:00,T0154,EXC101,OP1006,Trenching,Mining,Cloudy,Incline,Day,29.2,Beginner,8,1535.2,3.7,5,32,37.1,Unfastened,Yes,45,88.8,Normal
2025-05-16 19:53:00,T0155,EXC102,OP1001,Grading,Underground Hard-Rock Mining,Cloudy,Rocky,Night,24.9,Expert,8,1527.9,2.3,3,23,15.6,Fastened,No,35,52.1,Normal
2025-05-12 22:43:00,T0156,EXC100,OP1000,Material Loading,Mining,Windy,Incline,Day,23.4,Intermediate,4,1590.7,5.2,11,0,11.7,Fastened,No,30,38.7,Normal
2025-05-15 19:40:00,T0157,EXC105,OP1007,Material Loading,Construction,Cloudy,Incline,Day,27.3,Expert,5,1574.0,7.5,10,67,35.5,Fastened,Yes,30,59.2,Unusual
2025-05-08 11:32:00,T0158,EXC105,OP1006,Earth Excavation,Underground Hard-Rock Mining,Cloudy,Flat,Day,24.5,Beginner,5,1587.3,4.7,14,4,4.2,Fastened,No,60,86.0,Normal
2025-05-09 01:20:00,T0159,EXC105,OP1002,Earth Excavation,Underground Hard-Rock Mining,Windy,Rocky,Day,26.5,Expert,5,1518.5,3.8,7,15,14.6,Fastened,No,60,69.7,Normal
2025-05-21 12:05:00,T0160,EXC104,OP1001,Demolition,Mining,Sunny,Incline,Day,27.5,Expert,6,1573.8,6.6,9,48,28.8,Fastened,Yes,90,119.4,Normal
2025-05-17 19:32:00,T0161,EXC103,OP1006,Grading,Underground Hard-Rock Mining,Rainy,Incline,Day,21.3,Beginner,3,1560.7,2.2,3,11,32.2,Fastened,No,35,64.9,Normal
2025-05-24 12:59:00,T0162,EXC103,OP1005,Demolition,Construction,Cloudy,Rocky,Day,31.9,Beginner,3,1547.3,4.2,9,14,18.4,Fastened,No,90,144.9,Normal
2025-05-16 00:19:00,T0163,EXC101,OP1005,Material Loading,Underground Hard-Rock Mining,Windy,Rocky,Night,20.9,Beginner,8,1519.6,1.3,3,11,29.7,Fastened,No,30,59.2,Normal
2025-05-13 10:23:00,T0164,EXC103,OP1002,Grading,Construction,Sunny,Incline,Night,30.6,Expert,3,1557.2,6.9,14,10,26.8,Fastened,No,35,45.3,Normal
2025-05-03 09:52:00,T0165,EXC104,OP1006,Material Loading,Underground Hard-Rock Mining,Rainy,Incline,Day,18.5,Beginner,6,1542.2,7.1,12,42,13.3,Fastened,No,30,65.0,Normal
2025-05-24 16:35:00,T0166,EXC104,OP1001,Earth Excavation,Construction,Cloudy,Incline,Night,35.1,Expert,6,1583.0,1.2,1,18,23.1,Fastened,No,60,78.9,Normal
2025-05-13 00:57:00,T0167,EXC102,OP1004,Grading,Mining,Windy,Flat,Day,35.7,Beginner,8,1541.3,5.4,13,22,29.9,Fastened,No,35,59.4,Normal
2025-05-13 03:54:00,T0168,EXC105,OP1003,Material Loading,Construction,Sunny,Flat,Day,33.8,Intermediate,5,1553.4,4.4,8,34,4.7,Fastened,No,30,50.9,Normal
2025-05-02 15:18:00,T0169,EXC104,OP1001,Demolition,Mining,Rainy,Incline,Day,34.3,Expert,6,1584.6,4.9,6,38,4.3,Fastened,No,90,139.5,Normal
2025-05-26 06:27:00,T0170,EXC101,OP1003,Material Loading,Underground Hard-Rock Mining,Cloudy,Flat,Day,22.7,Intermediate,8,1531.9,4.1,10,9,25.8,Fastened,No,30,37.0,Normal
2025-05-29 10:43:00,T0171,EXC103,OP1004,Demolition,Mining,Windy,Flat,Night,31.1,Beginner,3,1537.9,0.8,3,8,20.8,Unfastened,Yes,90,134.3,Normal
2025-05-17 02:52:00,T0172,EXC101,OP1007,Grading,Construction,Windy,Flat,Day,24.1,Expert,8,1516.7,1.5,2,13,19.5,Fastened,No,35,39.4,Normal
2025-05-30 12:18:00,T0173,EXC105,OP1005,Material Loading,Underground Hard-Rock Mining,Windy,Rocky,Day,17.8,Beginner,5,1548.8,6.1,10,46,47.8,Unfastened,Yes,30,66.4,Normal
2025-05-22 08:43:00,T0174,EXC103,OP1001,Earth Excavation,Mining,Sunny,Flat,Day,28.3,Expert,3,1515.2,1.0,1,9,27.9,Fastened,No,60,50.2,Normal
2025-05-08 19:53:00,T0175,EXC105,OP1004,Demolition,Underground Hard-Rock Mining,Cloudy,Incline,Day,24.7,Beginner,5,1517.7,3.1,5,8,48.3,Fastened,No,90,143.3,Normal
2025-05-25 03:15:00,T0176,EXC104,OP1006,Material Loading,Underground Hard-Rock Mining,Sunny,Rocky,Day,25.7,Beginner,6,1540.2,1.3,1,26,23.3,Fastened,No,30,48.7,Normal
2025-05-14 09:51:00,T0177,EXC104,OP1003,Earth Excavation,Construction,Sunny,Incline,Day,38.3,Intermediate,6,1535.3,6.3,12,0,27.7,Fastened,No,60,80.8,Normal
2025-05-02 14:40:00,T0178,EXC101,OP1005,Grading,Mining,Rainy,Incline,Day,28.0,Beginner,8,1598.1,6.5,12,28,26.4,Fastened,No,35,76.1,Normal
2025-05-10 15:27:00,T0179,EXC102,OP1006,Material Loading,Mining,Windy,Incline,Day,36.0,Beginner,8,1576.5,3.3,4,32,49.8,Fastened,No,30,57.5,Normal
2025-05-11 07:22:00,T0180,EXC105,OP1006,Material Loading,Mining,Cloudy,Flat,Night,34.8,Beginner,5,1522.1,3.2,7,0,34.8,Fastened,No,30,40.4,Normal
2025-05-16 17:53:00,T0181,EXC105,OP1007,Demolition,Construction,Windy,Flat,Day,34.8,Expert,5,1529.5,2.8,7,0,31.8,Fastened,No,90,94.3,Normal
2025-05-21 12:58:00,T0182,EXC100,OP1001,Trenching,Construction,Rainy,Rocky,Day,30.7,Expert,4,1530.6,3.0,8,2,25.3,Unfastened,Yes,45,59.6,Normal
2025-05-18 02:57:00,T0183,EXC105,OP1003,Grading,Construction,Rainy,Rocky,Day,25.0,Intermediate,5,1528.1,3.5,8,6,13.7,Fastened,No,35,55.3,Normal
2025-05-21 00:14:00,T0184,EXC100,OP1000,Earth Excavation,Mining,Rainy,Flat,Day,28.3,Intermediate,4,1535.8,4.6,9,28,23.0,Fastened,No,60,83.6,Normal
2025-05-17 22:35:00,T0185,EXC105,OP1007,Grading,Construction,Windy,Rocky,Day,26.2,Expert,5,1529.0,6.3,14,14,38.9,Fastened,No,35,45.9,Normal
2025-05-09 17:57:00,T0186,EXC101,OP1001,Trenching,Underground Hard-Rock Mining,Cloudy,Flat,Night,13.2,Expert,8,1531.8,1.1,1,14,0.7,Fastened,Yes,45,50.7,Normal
2025-05-11 20:35:00,T0187,EXC104,OP1000,Grading,Mining,Cloudy,Flat,Day,35.3,Intermediate,6,1557.2,2.7,2,44,45.5,Fastened,No,35,55.7,Normal
2025-05-23 18:41:00,T0188,EXC101,OP1006,Demolition,Underground Hard-Rock Mining,Sunny,Flat,Night,21.5,Beginner,8,1500.4,2.8,7,5,6.9,Fastened,No,90,123.8,Normal
2025-05-20 18:19:00,T0189,EXC100,OP1006,Earth Excavation,Underground Hard-Rock Mining,Sunny,Incline,Day,21.3,Beginner,4,1595.7,7.3,12,40,6.0,Fastened,No,60,110.7,Unusual
2025-05-07 13:23:00,T0190,EXC100,OP1006,Demolition,Mining,Rainy,Flat,Day,33.2,Beginner,4,1572.0,4.4,9,21,34.1,Fastened,No,90,146.4,Normal
2025-05-30 12:36:00,T0191,EXC101,OP1004,Earth Excavation,Underground Hard-Rock Mining,Windy,Rocky,Night,20.3,Beginner,8,1557.9,3.2,5,6,3.4,Fastened,No,60,104.4,Normal
2025-05-02 17:00:00,T0192,EXC105,OP1001,Demolition,Construction,Sunny,Rocky,Day,25.0,Expert,5,1512.4,4.1,10,0,13.7,Fastened,No,90,102.6,Normal
2025-05-10 03:48:00,T0193,EXC100,OP1002,Grading,Construction,Rainy,Rocky,Night,21.5,Expert,4,1522.0,8.0,12,74,1.3,Unfastened,Yes,35,70.1,Unusual
2025-05-22 03:56:00,T0194,EXC104,OP1005,Earth Excavation,Underground Hard-Rock Mining,Sunny,Rocky,Day,25.0,Beginner,6,1564.2,5.5,12,0,42.4,Fastened,No,60,86.0,Normal
2025-05-15 18:56:00,T0195,EXC102,OP1007,Earth Excavation,Mining,Cloudy,Flat,Day,28.0,Expert,8,1522.8,1.6,2,18,3.5,Fastened,No,60,70.0,Normal
2025-05-16 06:07:00,T0196,EXC104,OP1000,Grading,Underground Hard-Rock Mining,Rainy,Incline,Day,30.9,Intermediate,6,1577.7,0.7,1,5,39.2,Fastened,No,35,56.3,Normal
2025-05-17 19:32:00,T0197,EXC102,OP1002,Demolition,Underground Hard-Rock Mining,Sunny,Incline,Day,17.9,Expert,8,1591.7,4.6,8,25,3.5,Fastened,No,90,116.9,Normal
2025-05-12 12:41:00,T0198,EXC103,OP1004,Grading,Underground Hard-Rock Mining,Sunny,Rocky,Day,27.6,Beginner,3,1530.2,1.7,2,5,14.1,Unfastened,Yes,35,53.3,Normal
2025-05-14 11:09:00,T0199,EXC101,OP1005,Trenching,Mining,Rainy,Incline,Day,29.0,Beginner,8,1520.9,5.9,11,22,49.8,Fastened,No,45,84.6,Normal
2025-05-30 19:25:00,T0200,EXC103,OP1000,Material Loading,Underground Hard-Rock Mining,Windy,Rocky,Day,25.0,Intermediate,3,1521.9,2.4,5,11,49.1,Fastened,No,30,45.0,Normal
2025-05-01 16:19:00,T0201,EXC104,OP1002,Material Loading,Construction,Sunny,Flat,Night,32.1,Expert,6,1575.7,6.3,13,38,15.8,Fastened,No,30,39.1,Normal
2025-05-22 23:52:00,T0202,EXC103,OP1002,Trenching,Mining,Rainy,Rocky,Day,22.3,Expert,3,1583.5,1.7,4,8,42.5,Fastened,No,45,62.4,Normal
2025-05-07 14:15:00,T0203,EXC105,OP1002,Demolition,Mining,Cloudy,Flat,Day,26.0,Expert,5,1528.9,6.7,8,92,25.0,Fastened,Yes,90,105.3,Unusual
2025-05-21 00:42:00,T0204,EXC103,OP1003,Demolition,Underground Hard-Rock Mining,Rainy,Incline,Night,32.0,Intermediate,3,1557.7,6.9,14,19,45.2,Fastened,No,90,152.3,Normal
2025-05-18 10:09:00,T0205,EXC103,OP1004,Grading,Construction,Cloudy,Incline,Day,31.1,Beginner,3,1528.2,6.6,13,11,28.4,Fastened,No,35,52.8,Normal
2025-05-02 00:52:00,T0206,EXC101,OP1003,Demolition,Construction,Sunny,Incline,Day,26.2,Intermediate,8,1549.8,2.0,4,4,2.1,Fastened,Yes,90,119.6,Normal
2025-05-20 19:12:00,T0207,EXC103,OP1002,Trenching,Underground Hard-Rock Mining,Cloudy,Flat,Day,18.7,Expert,3,1582.5,2.8,2,41,14.5,Fastened,No,45,54.1,Normal
2025-05-26 23:24:00,T0208,EXC100,OP1005,Earth Excavation,Mining,Sunny,Rocky,Day,29.6,Beginner,4,1572.3,3.4,8,5,0.6,Fastened,Yes,60,86.9,Normal
2025-05-16 17:58:00,T0209,EXC103,OP1003,Grading,Underground Hard-Rock Mining,Rainy,Incline,Day,29.4,Intermediate,3,1561.0,6.8,14,7,40.9,Fastened,No,35,54.8,Normal
2025-05-26 09:38:00,T0210,EXC105,OP1006,Grading,Construction,Cloudy,Flat,Day,24.3,Beginner,5,1515.0,4.4,11,10,31.6,Fastened,No,35,44.2,Normal
2025-05-20 02:08:00,T0211,EXC103,OP1000,Grading,Mining,Cloudy,Incline,Night,30.2,Intermediate,3,1550.9,4.5,4,71,8.4,Fastened,Yes,35,67.9,Unusual
2025-05-10 18:09:00,T0212,EXC104,OP1006,Earth Excavation,Construction,Sunny,Incline,Day,31.1,Beginner,6,1514.2,3.7,6,8,47.4,Fastened,No,60,101.6,Normal
2025-05-09 15:52:00,T0213,EXC101,OP1002,Grading,Construction,Windy,Flat,Day,22.4,Expert,8,1570.5,2.1,3,24,27.3,Fastened,No,35,37.5,Normal
2025-05-01 12:29:00,T0214,EXC104,OP1007,Material Loading,Underground Hard-Rock Mining,Cloudy,Incline,Night,18.7,Expert,6,1515.7,3.1,4,19,4.0,Fastened,No,30,39.5,Normal
2025-05-29 22:54:00,T0215,EXC101,OP1002,Material Loading,Construction,Cloudy,Flat,Day,25.0,Expert,8,1535.3,2.4,1,54,44.0,Fastened,Yes,30,41.1,Unusual
2025-05-14 18:48:00,T0216,EXC101,OP1005,Earth Excavation,Construction,Cloudy,Flat,Day,33.0,Beginner,8,1520.5,5.4,7,57,10.4,Fastened,Yes,60,106.7,Normal
2025-05-18 09:43:00,T0217,EXC104,OP1005,Grading,Construction,Sunny,Incline,Day,23.4,Beginner,6,1597.1,5.6,5,77,9.9,Fastened,Yes,35,73.4,Unusual
2025-05-16 15:52:00,T0218,EXC102,OP1003,Material Loading,Construction,Rainy,Flat,Night,31.9,Intermediate,8,1563.1,3.9,8,21,4.2,Unfastened,Yes,30,48.7,Normal
2025-05-22 17:49:00,T0219,EXC102,OP1003,Earth Excavation,Underground Hard-Rock Mining,Rainy,Incline,Day,27.9,Intermediate,8,1561.0,5.4,9,14,0.6,Fastened,Yes,60,110.8,Normal
2025-05-27 07:25:00,T0220,EXC104,OP1002,Material Loading,Construction,Windy,Rocky,Day,25.1,Expert,6,1505.0,0.5,1,0,47.9,Fastened,No,30,38.3,Unusual
2025-05-09 08:43:00,T0221,EXC104,OP1000,Trenching,Construction,Windy,Rocky,Day,29.9,Intermediate,6,1509.3,4.8,11,1,43.1,Fastened,No,45,63.9,Normal
2025-05-18 05:53:00,T0222,EXC103,OP1002,Earth Excavation,Mining,Cloudy,Flat,Day,36.7,Expert,3,1571.4,3.4,8,21,30.1,Fastened,No,60,57.2,Normal
2025-05-02 07:51:00,T0223,EXC105,OP1001,Trenching,Construction,Rainy,Incline,Night,30.4,Expert,5,1520.0,5.7,10,14,49.4,Fastened,No,45,69.3,Normal
2025-05-17 09:28:00,T0224,EXC104,OP1000,Material Loading,Underground Hard-Rock Mining,Sunny,Flat,Night,18.2,Intermediate,6,1591.5,2.7,5,21,12.8,Fastened,No,30,45.5,Normal
2025-05-04 22:27:00,T0225,EXC101,OP1005,Grading,Underground Hard-Rock Mining,Rainy,Flat,Night,22.0,Beginner,8,1578.5,2.9,10,0,25.4,Fastened,No,35,56.6,Normal
2025-05-06 19:23:00,T0226,EXC100,OP1003,Material Loading,Construction,Rainy,Rocky,Day,26.6,Intermediate,4,1592.4,2.6,5,3,34.4,Fastened,No,30,47.5,Normal
2025-05-13 04:26:00,T0227,EXC104,OP1003,Earth Excavation,Underground Hard-Rock Mining,Windy,Rocky,Day,15.2,Intermediate,6,1582.9,5.0,9,35,40.6,Fastened,No,60,97.3,Normal
2025-05-02 02:00:00,T0228,EXC101,OP1001,Earth Excavation,Mining,Sunny,Flat,Day,36.2,Expert,8,1555.3,2.0,3,8,17.6,Fastened,No,60,61.1,Normal
2025-05-18 06:47:00,T0229,EXC105,OP1002,Earth Excavation,Construction,Cloudy,Flat,Day,25.1,Expert,5,1569.4,3.2,7,11,43.2,Fastened,No,60,68.7,Normal
2025-05-10 21:57:00,T0230,EXC105,OP1005,Earth Excavation,Mining,Rainy,Rocky,Day,30.8,Beginner,5,1589.1,6.4,14,2,11.0,Unfastened,Yes,60,116.6,Normal
2025-05-19 21:09:00,T0231,EXC105,OP1006,Material Loading,Underground Hard-Rock Mining,Rainy,Rocky,Night,27.1,Beginner,5,1541.6,8.3,14,41,20.9,Fastened,No,30,63.6,Unusual
2025-05-22 02:49:00,T0232,EXC104,OP1002,Earth Excavation,Mining,Rainy,Incline,Day,33.2,Expert,6,1560.6,6.8,13,8,19.9,Fastened,No,60,81.6,Normal
2025-05-12 05:30:00,T0233,EXC101,OP1006,Earth Excavation,Mining,Cloudy,Flat,Day,43.1,Beginner,8,1562.8,3.6,10,5,36.3,Unfastened,Yes,60,91.5,Normal
2025-05-24 08:32:00,T0234,EXC100,OP1005,Material Loading,Underground Hard-Rock Mining,Windy,Rocky,Night,22.7,Beginner,4,1545.1,2.6,3,34,20.8,Unfastened,Yes,30,49.4,Normal
2025-05-25 11:12:00,T0235,EXC101,OP1007,Material Loading,Construction,Windy,Rocky,Day,32.9,Expert,8,1584.8,2.5,4,20,19.1,Unfastened,Yes,30,41.7,Normal
2025-05-16 20:23:00,T0236,EXC102,OP1004,Trenching,Underground Hard-Rock Mining,Sunny,Incline,Day,28.7,Beginner,8,1572.9,3.9,8,1,33.0,Fastened,No,45,64.4,Normal
2025-05-06 19:46:00,T0237,EXC102,OP1005,Trenching,Mining,Rainy,Flat,Day,33.0,Beginner,8,1554.8,4.3,9,17,27.6,Fastened,No,45,69.3,Normal
2025-05-09 06:57:00,T0238,EXC100,OP1003,Material Loading,Underground Hard-Rock Mining,Sunny,Flat,Day,23.5,Intermediate,4,1566.2,4.5,12,9,21.9,Fastened,No,30,32.7,Normal
2025-05-01 14:09:00,T0239,EXC104,OP1004,Trenching,Construction,Windy,Flat,Night,25.8,Beginner,6,1531.4,3.5,8,18,43.5,Fastened,No,45,74.8,Normal
2025-05-16 09:59:00,T0240,EXC101,OP1000,Trenching,Underground Hard-Rock Mining,Rainy,Rocky,Day,26.3,Intermediate,8,1595.8,0.6,1,6,32.0,Fastened,No,45,75.8,Unusual
2025-05-10 14:00:00,T0241,EXC104,OP1005,Grading,Construction,Sunny,Rocky,Day,22.4,Beginner,6,1566.2,2.5,4,12,39.4,Fastened,No,35,59.9,Normal
2025-05-12 17:44:00,T0242,EXC100,OP1003,Demolition,Construction,Cloudy,Rocky,Day,34.1,Intermediate,4,1588.8,3.1,5,19,10.5,Fastened,No,90,126.3,Normal
2025-05-12 10:23:00,T0243,EXC104,OP1006,Demolition,Construction,Rainy,Rocky,Night,33.0,Beginner,6,1596.7,9.9,11,120,37.5,Fastened,Yes,90,202.0,Unusual
2025-05-27 02:28:00,T0244,EXC102,OP1002,Demolition,Mining,Sunny,Incline,Day,31.6,Expert,8,1536.0,1.7,3,10,25.8,Fastened,No,90,112.4,Normal
2025-05-17 21:53:00,T0245,EXC102,OP1002,Demolition,Mining,Sunny,Rocky,Day,31.0,Expert,8,1573.3,1.9,2,24,11.8,Fastened,No,90,110.6,Normal
2025-05-05 05:41:00,T0246,EXC103,OP1001,Demolition,Underground Hard-Rock Mining,Cloudy,Flat,Night,22.8,Expert,3,1598.1,3.3,4,39,47.5,Fastened,No,90,99.1,Normal
2025-05-22 17:08:00,T0247,EXC102,OP1001,Trenching,Underground Hard-Rock Mining,Windy,Incline,Day,31.8,Expert,8,1569.7,4.5,9,1,37.5,Fastened,No,45,56.6,Normal
2025-05-13 01:19:00,T0248,EXC105,OP1003,Trenching,Mining,Cloudy,Flat,Night,36.4,Intermediate,5,1506.1,2.5,2,30,40.2,Fastened,No,45,64.5,Normal
2025-05-03 02:50:00,T0249,EXC101,OP1003,Demolition,Construction,Sunny,Flat,Night,26.8,Intermediate,8,1574.1,4.8,12,8,2.1,Unfastened,Yes,90,101.2,Normal
2025-05-15 21:59:00,T0250,EXC103,OP1003,Material Loading,Mining,Cloudy,Incline,Night,29.3,Intermediate,3,1519.7,3.6,5,32,30.4,Fastened,No,30,47.9,Normal
2025-05-11 18:40:00,T0251,EXC104,OP1007,Grading,Underground Hard-Rock Mining,Windy,Flat,Night,23.7,Expert,6,1593.8,2.0,3,16,21.1,Fastened,No,35,41.1,Normal
2025-05-04 03:05:00,T0252,EXC101,OP1005,Grading,Mining,Cloudy,Incline,Night,23.6,Beginner,8,1516.6,4.7,8,11,15.3,Fastened,No,35,60.2,Normal
2025-05-24 14:29:00,T0253,EXC103,OP1007,Trenching,Mining,Cloudy,Flat,Day,31.0,Expert,3,1507.6,3.1,8,3,24.5,Fastened,No,45,47.0,Normal
2025-05-08 10:15:00,T0254,EXC104,OP1005,Trenching,Construction,Windy,Incline,Day,21.1,Beginner,6,1517.4,3.0,7,1,3.3,Fastened,No,45,77.4,Normal
2025-05-29 20:25:00,T0255,EXC105,OP1000,Demolition,Construction,Sunny,Incline,Night,24.6,Intermediate,5,1504.5,5.1,7,36,44.5,Fastened,No,90,125.1,Normal
2025-05-10 23:51:00,T0256,EXC103,OP1000,Grading,Underground Hard-Rock Mining,Rainy,Incline,Day,19.5,Intermediate,3,1580.0,4.4,7,23,44.5,Fastened,No,35,50.9,Normal
2025-05-02 15:52:00,T0257,EXC105,OP1004,Material Loading,Mining,Sunny,Rocky,Night,32.0,Beginner,5,1593.2,6.4,13,21,28.8,Unfastened,Yes,30,49.2,Normal
2025-05-17 21:23:00,T0258,EXC104,OP1002,Trenching,Construction,Windy,Flat,Day,25.8,Expert,6,1555.9,5.6,14,3,4.8,Fastened,No,45,46.1,Normal
2025-05-21 23:52:00,T0259,EXC104,OP1002,Demolition,Mining,Rainy,Incline,Day,32.0,Expert,6,1525.0,4.0,6,27,30.2,Fastened,No,90,131.1,Normal
2025-05-01 11:36:00,T0260,EXC103,OP1005,Earth Excavation,Underground Hard-Rock Mining,Sunny,Flat,Day,19.3,Beginner,3,1548.6,3.2,2,59,39.4,Fastened,Yes,60,97.2,Unusual
2025-05-18 06:06:00,T0261,EXC100,OP1004,Grading,Mining,Sunny,Incline,Day,39.7,Beginner,4,1600.0,1.0,2,10,9.0,Fastened,No,35,58.2,Normal
2025-05-05 22:51:00,T0262,EXC100,OP1006,Grading,Underground Hard-Rock Mining,Rainy,Flat,Day,11.3,Beginner,4,1503.5,2.2,1,38,17.1,Fastened,No,35,69.0,Unusual
2025-05-13 16:08:00,T0263,EXC105,OP1004,Earth Excavation,Underground Hard-Rock Mining,Sunny,Rocky,Day,15.7,Beginner,5,1505.6,3.3,7,2,12.2,Fastened,No,60,93.9,Normal
2025-05-20 17:34:00,T0264,EXC105,OP1007,Trenching,Mining,Rainy,Flat,Night,39.2,Expert,5,1552.5,3.0,9,6,15.0,Fastened,No,45,50.2,Normal
2025-05-25 07:22:00,T0265,EXC103,OP1006,Material Loading,Construction,Sunny,Incline,Day,34.4,Beginner,3,1560.0,2.6,4,26,14.4,Fastened,No,30,58.1,Normal
2025-05-27 17:34:00,T0266,EXC105,OP1003,Material Loading,Underground Hard-Rock Mining,Rainy,Rocky,Day,27.2,Intermediate,5,1544.3,0.6,1,1,47.0,Fastened,No,30,46.9,Normal
2025-05-28 12:41:00,T0267,EXC105,OP1003,Grading,Mining,Cloudy,Incline,Day,24.5,Intermediate,5,1596.8,6.4,9,48,0.7,Fastened,Yes,35,57.8,Unusual
2025-05-23 10:34:00,T0268,EXC104,OP1002,Material Loading,Underground Hard-Rock Mining,Rainy,Flat,Day,26.3,Expert,6,1521.2,2.3,5,5,38.0,Fastened,No,30,37.6,Normal
2025-05-15 12:46:00,T0269,EXC100,OP1007,Earth Excavation,Construction,Rainy,Incline,Day,36.1,Expert,4,1512.0,7.2,14,13,34.3,Fastened,No,60,87.9,Normal
2025-05-07 14:55:00,T0270,EXC101,OP1000,Demolition,Mining,Rainy,Incline,Day,36.9,Intermediate,8,1573.3,3.4,4,17,28.2,Fastened,No,90,152.9,Normal
2025-05-06 08:27:00,T0271,EXC102,OP1000,Demolition,Mining,Windy,Rocky,Day,24.9,Intermediate,8,1598.1,5.9,13,5,39.3,Fastened,No,90,134.2,Normal
2025-05-05 08:18:00,T0272,EXC103,OP1003,Grading,Construction,Cloudy,Flat,Day,37.6,Intermediate,3,1529.6,5.3,13,5,39.2,Unfastened,Yes,35,39.8,Normal
2025-05-13 19:43:00,T0273,EXC101,OP1006,Grading,Mining,Sunny,Incline,Day,30.1,Beginner,8,1513.8,5.3,10,8,41.1,Fastened,No,35,50.4,Normal
2025-05-28 18:13:00,T0274,EXC100,OP1006,Earth Excavation,Construction,Rainy,Flat,Day,28.4,Beginner,4,1546.7,6.6,14,48,29.0,Fastened,Yes,60,109.1,Normal
2025-05-08 04:08:00,T0275,EXC104,OP1006,Material Loading,Construction,Windy,Flat,Night,31.7,Beginner,6,1503.3,2.8,5,7,32.9,Fastened,No,30,39.7,Normal
2025-05-04 23:28:00,T0276,EXC105,OP1005,Demolition,Underground Hard-Rock Mining,Cloudy,Incline,Day,27.5,Beginner,5,1593.8,6.4,12,23,47.0,Fastened,No,90,158.4,Normal
2025-05-08 09:23:00,T0277,EXC104,OP1007,Demolition,Underground Hard-Rock Mining,Sunny,Incline,Night,30.0,Expert,6,1553.2,6.9,14,6,14.8,Fastened,No,90,103.0,Normal
2025-05-22 12:07:00,T0278,EXC103,OP1005,Demolition,Mining,Rainy,Rocky,Day,30.3,Beginner,3,1523.1,5.9,8,69,3.0,Fastened,Yes,90,176.1,Unusual
2025-05-25 16:26:00,T0279,EXC101,OP1006,Demolition,Underground Hard-Rock Mining,Sunny,Rocky,Night,31.9,Beginner,8,1542.8,5.8,12,11,33.1,Fastened,No,90,141.4,Normal
2025-05-03 10:44:00,T0280,EXC105,OP1006,Trenching,Underground Hard-Rock Mining,Rainy,Rocky,Day,20.7,Beginner,5,1530.8,2.0,4,4,35.8,Fastened,No,45,86.7,Normal
2025-05-29 01:11:00,T0281,EXC103,OP1003,Earth Excavation,Underground Hard-Rock Mining,Sunny,Flat,Night,20.8,Intermediate,3,1513.2,3.8,6,30,49.5,Fastened,No,60,74.2,Normal
